comment_id,text,mean_score,target_group,label_3,label_bin,pred_3,my_pred_bin,text_rag,rag_pred_3,rag_pred_bin
37777,"when you go to the grocery store, shop around the edges because that's where you can find fresh produce, dairy, proteins and exits for when a white supremacist enters with an assault rifle to kill you in cold blood.",-0.48,target_religion_muslim,1,0,2,1,"when you go to the grocery store, shop around the edges because that's where you can find fresh produce, dairy, proteins and exits for when a white supremacist enters with an assault rifle to kill you in cold blood. [SEP] Although the details of the laws of kashrut are numerous and complex, they rest on a few basic principles:

Only certain types of mammals, birds, and fish, meeting specific criteria are kosher; the consumption of the flesh of any animals that do not meet these criteria, such as pork, frogs, and shellfish, is forbidden, except for locusts, which are the only kosher invertebrate. The most basic eating rule in the Torah is that blood is not to be consumed; therefore, as a step to being kosher, mammals and birds must be slaughtered according to a process known as shechita, in which a certified ritual slaughterer, called a shochet, severs the trachea, esophagus, carotid arteries, and jugular veins in a single, quick cut using an ultra-sharp instrument called a chalaf; doing so causes rapid and massive blood loss.",1,0
37837,"[USER] [USER] [USER] dear sir the truth is evil exists everywhere. they don't go under ""mass shooting"". they are ""genocide murders"" cuba revolution children women men all slaughtered by guns for disagreeing with castro. mass stoning in me, women beheaded by al qaeda, isis beheaded christians, cair,",-3.64,target_religion_christian,0,0,2,1,"[USER] [USER] [USER] dear sir the truth is evil exists everywhere. they don't go under ""mass shooting"". they are ""genocide murders"" cuba revolution children women men all slaughtered by guns for disagreeing with castro. mass stoning in me, women beheaded by al qaeda, isis beheaded christians, cair, [SEP] The murders were committed primarily through mass shootings across Eastern Europe and poison gas chambers in extermination camps, chiefly Auschwitz-Birkenau, Treblinka, Belzec, Sobibor, Chełmno and Majdanek death camps in occupied Poland. Concurrent Nazi persecutions killed millions of other non-Jewish civilians and prisoners of war (POWs); the term Holocaust is sometimes used to include the murder and persecution of non-Jewish groups, such as the Romani and Soviet POWs.",1,0
38404,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] the rich powerful zionists are not jews, they are usurpers of judaism for power & geopolitical ends. in fact god calls them gog & magog, they are members of that lineage, cursed.",-1.13,target_religion_jewish,0,0,2,1,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] the rich powerful zionists are not jews, they are usurpers of judaism for power & geopolitical ends. in fact god calls them gog & magog, they are members of that lineage, cursed. [SEP] Jews (Hebrew: יְהוּדִים‎, ISO 259-2: Yehudim, Israeli pronunciation: [jehuˈdim]), or the Jewish people, are an ethnoreligious group and nation, originating from the Israelites of ancient Israel and Judah. They traditionally adhere to Judaism.",1,0
40055,dismantle the religion,-1.09,target_religion_muslim,0,0,2,1,"dismantle the religion [SEP] In Christianity, efforts toward unity (ecumenism) are underway. In the West, Christianity remains the dominant religion even with a decline in adherence, with about 70% of that population identifying as Christian.",1,0
40435,omar did not swear to the united states the united states is a judeo christian country omar's swore to the koran not to the christian bible of the united states get it right oman you f****** mazzi,1.11,target_religion_muslim,2,1,1,0,"omar did not swear to the united states the united states is a judeo christian country omar's swore to the koran not to the christian bible of the united states get it right oman you f****** mazzi [SEP] By the time of his death, most of the Arabian Peninsula had converted to Islam. The revelations (waḥy) that Muhammad reported receiving until his death form the verses (āyah) of the Quran, upon which Islam is based, and are regarded by Muslims as the verbatim word of God and his final revelation.",2,1
40439,"wow what a diverse cast. a bunch of jews, a half-jew and a token black puppet of the jews.",1.86,target_religion_jewish,2,1,1,0,"wow what a diverse cast. a bunch of jews, a half-jew and a token black puppet of the jews. [SEP] Jewish ethnicity, religion, and community are highly interrelated, as Judaism is an ethnic religion, though many ethnic Jews do not practice it. Jews regard converts to Judaism as members of the Jewish nation, pursuant to the long-standing conversion process.",2,1
41172,jews destroys everything they touch. literally everything. face_with_tears_of_joy rolling_on_the_floor_laughing,1.54,target_religion_jewish,2,1,1,0,"jews destroys everything they touch. literally everything. face_with_tears_of_joy rolling_on_the_floor_laughing [SEP] On the more subtle end, it consists of expressions of hatred or discrimination against individual Jews and may or may not be accompanied by violence. At the extreme, it consists of pogroms or genocide, which may or may not be state-sponsored.",2,1
41192,"debra smith in a time of fear of a rising dictator, the best thing that could happen is religion. let's replace political partisanship with zealous fanaticism, and burn the heretics! the streets will run red with blood as we eerily chant praise god! blindly following a real tyrant or an imaginary one, what could go wrong, right?",0.21,target_religion_christian,1,0,2,1,"debra smith in a time of fear of a rising dictator, the best thing that could happen is religion. let's replace political partisanship with zealous fanaticism, and burn the heretics! the streets will run red with blood as we eerily chant praise god! blindly following a real tyrant or an imaginary one, what could go wrong, right? [SEP] On the more subtle end, it consists of expressions of hatred or discrimination against individual Jews and may or may not be accompanied by violence. At the extreme, it consists of pogroms or genocide, which may or may not be state-sponsored.",1,0
41393,who is this jewghost? do you mean the rabbi that pissed off the jew bankers and was executed by the state as an example to others not to mess with the jew bankers?,1.34,target_religion_jewish,2,1,1,0,"who is this jewghost? do you mean the rabbi that pissed off the jew bankers and was executed by the state as an example to others not to mess with the jew bankers? [SEP] The Holocaust, known in Hebrew as the Shoah, was the genocide of European Jews during World War II. From 1941 to 1945, Nazi Germany and its collaborators systematically murdered around six million Jews across German-occupied Europe, approximately two-thirds of Europe's Jewish population.",2,1
41587,fake jews own them revelation 2:9,0.17,target_religion_jewish,1,0,2,1,"fake jews own them revelation 2:9 [SEP] By the late 6th century BCE, Judaism had evolved from the Israelite religion, dubbed Yahwism (for Yahweh) by modern scholars, having a theology that religious Jews believe to be the expression of the Mosaic covenant between God and the Jewish people. After the Babylonian exile, Jews referred to followers of Judaism, descendants of the Israelites, citizens of Judea, or allies of the Judean state.",1,0
43170,"castration , hands cut off , tongue cut out , brand on his forehead . hung upside down in public to receive the thousand cuts from women . then slowly impaled up his anus on a tall sharpened pole . we love sharia law by any name . we just won't admit it . count vladimir dracul ( dracula ) was a christian hero , who impaled moslems .",1.6,target_religion_muslim,2,1,1,0,"castration , hands cut off , tongue cut out , brand on his forehead . hung upside down in public to receive the thousand cuts from women . then slowly impaled up his anus on a tall sharpened pole . we love sharia law by any name . we just won't admit it . count vladimir dracul ( dracula ) was a christian hero , who impaled moslems . [SEP] Most Muslims do not believe that he was killed or crucified, but that God raised him into Heaven while he was still alive. Jesus is also revered in the Baháʼí and Druze faiths, as well as in Rastafari.",2,1
44103,*one day she will burst into flames... i'm not sure if she will invoke god or touch the bible but she will burst into flames!*,-0.43,target_religion_christian,1,0,2,1,*one day she will burst into flames... i'm not sure if she will invoke god or touch the bible but she will burst into flames!* [SEP] The Christian Bible is currently translated or in the process of being translated into about half of the world's languages.,0,0
44282,in america we just shoot them and move on,0.58,target_religion_muslim,2,1,1,0,"in america we just shoot them and move on [SEP] Judicial procedures and legal education have been brought in line with European practice likewise. While the constitutions of most Muslim-majority states contain references to Sharia, its rules are largely retained only in family law and penalties in some.",2,1
45619,until the next israhell bombs,-0.79,target_religion_jewish,1,0,2,1,"until the next israhell bombs [SEP] It is also the month in which the Quran is believed to have been revealed to the Islamic prophet Muhammad, known as Laylat al-Qadr. The annual observance of Ramadan is regarded as one of the five pillars of Islam and lasts 29 to 30 days, from one sighting of the crescent moon to the next.",0,0
46936,"they knew that someday they would be paying for this crime...right? if not...then they should since we have laws against invasions. i have zero sympathy and as a matter of fact...i want my taxpayer dollars back in my pocket...mexico! oh, and while they're at it. round up those muslims in our government along with pelosi and waters and ship them out together. that would at least be a good start to restoring our country.",0.06,target_religion_muslim,1,0,2,1,"they knew that someday they would be paying for this crime...right? if not...then they should since we have laws against invasions. i have zero sympathy and as a matter of fact...i want my taxpayer dollars back in my pocket...mexico! oh, and while they're at it. round up those muslims in our government along with pelosi and waters and ship them out together. that would at least be a good start to restoring our country. [SEP] A few Holocaust perpetrators faced criminal trials. Billions of dollars in reparations have been paid, although falling short of the losses suffered by the European Jews.",1,0
46955,jack off jew says nobody takes bitcoin hahahahaha...his own company takes it..what i call a jack off jew.,0.62,target_religion_jewish,2,1,1,0,"jack off jew says nobody takes bitcoin hahahahaha...his own company takes it..what i call a jack off jew. [SEP] Halal certification bodies ensure that products and services meet the required standards for consumption by Muslims, and many companies worldwide seek halal certification to cater to the growing demand for halal products, especially with the rise in the global Muslim population. The increasing demand for halal products and services has led to the growth of the halal economy, especially in countries with significant Muslim populations, such as Malaysia, Indonesia, and the Middle East.",2,1
47951,jews should be banned from making movies,0.52,target_religion_jewish,2,1,1,0,"jews should be banned from making movies [SEP] In these ways and others, Jews have played a significant role in the development of Western culture.",2,1
48329,iran is full of religious nazis...,1.3,target_religion_muslim,2,1,1,0,"iran is full of religious nazis... [SEP] Islam is the world's second-largest religious population after Christianity. Muslims believe that there is a primordial faith that was revealed many times through earlier prophets and messengers, including Adam, Noah, Abraham, Moses, and Jesus, and they believe that Islam is the universal and complete version of this faith.",2,1
49158,"[USER] guzman if omar returned to somalia she could help they need it.plus she can tear their constition up and rewrote it how she likes. dont you get sick of hearimg these woman complain ,bitch and cry about centurys old ways our system works ? only in america can refugees be able to sit so high in gov.",0.76,target_religion_muslim,2,1,1,0,"[USER] guzman if omar returned to somalia she could help they need it.plus she can tear their constition up and rewrote it how she likes. dont you get sick of hearimg these woman complain ,bitch and cry about centurys old ways our system works ? only in america can refugees be able to sit so high in gov. [SEP] In Medina, Muhammad united the tribes under the Constitution of Medina. In December 629, after eight years of intermittent fighting with Meccan tribes, Muhammad gathered an army of 10,000 Muslim converts and marched on the city of Mecca.",2,1
49224,"shudda just called it 6 idiots n a gay, fkn spotted the atheist the moment he opened his mouth, swear to god",0.06,target_religion_atheist,1,0,2,1,"shudda just called it 6 idiots n a gay, fkn spotted the atheist the moment he opened his mouth, swear to god [SEP] Atheism, in the broadest sense, is an absence of belief in the existence of deities. Less broadly, atheism is a rejection of the belief that any deities exist.",1,0
49752,[USER] chan agreed. those slimy scums will never publicly admit they are genocidal neonazis cause they know the kind of backlash they'll get. so instead they keep doing all the neonazi things they want and lies about it so people will be distracted debating their lies rather than see the obvious racism behind every move they make.,-0.13,target_religion_christian,1,0,2,1,"[USER] chan agreed. those slimy scums will never publicly admit they are genocidal neonazis cause they know the kind of backlash they'll get. so instead they keep doing all the neonazi things they want and lies about it so people will be distracted debating their lies rather than see the obvious racism behind every move they make. [SEP] The development of racial and religious antisemitism has historically been encouraged by anti-Judaism, which is distinct from antisemitism itself. There are various ways in which antisemitism is manifested, ranging in the level of severity of Jewish persecution.",1,0
50039,i say just remove the middle east and what i mean is destroy them there a burden on modern day society,3.81,target_religion_muslim,2,1,1,0,"i say just remove the middle east and what i mean is destroy them there a burden on modern day society [SEP] The Islamic revival of the late 20th century brought calls by Islamic movements for full implementation of Sharia, including hudud corporal punishments, such as stoning.",2,1
