comment_id,text,mean_score,target_group,label_3,label_bin,pred_3,my_pred_bin,imsypp_pred,my_model_wrong,imsypp_wrong
20646,[USER] [USER] how long you muslims will continue doing all the heinous crimes in the name of your muslim religion??? when you will come to your senses? when you are going to stop terrorizing the world in the name of your muslim religion?,1.2,target_religion_muslim,2,1,1,0,1,True,False
40155,gee cair and all the muslims didn't come forward to decry this man with their vision of peace in islam. phonies. url,-0.8,target_religion_muslim,1,0,0,0,1,False,True
20043,"im ,i hate black people and minorities",0.4600000000000001,target_religion_muslim,1,0,1,0,1,False,True
3524,"thats what a memeber of isis would say, you pakistani twat.",1.55,target_religion_muslim,2,1,1,0,1,True,False
33101,"[USER] another one of your white isis extremists radicalized by your pure propaganda. you're a danger to america, you'll be arrested and will go to jail brian.",-2.04,target_religion_muslim,0,0,2,1,1,True,True
15281,"a muslim man coming to the defense of a regime that puts muslims in concentration camps, harvests their organs, and god knows what else. unacceptable",-1.57,target_religion_muslim,0,0,1,0,1,False,True
8764,lmfao tell me i'm wrong bout their prophet fucking a 9 year old?...,0.37,target_religion_muslim,1,0,2,1,1,True,True
31501,"wake up america. the muslims have their foot in the door. if we don't end our pc tolerance of this evil in our midst, america is doomed. vote them out!!!",0.25,target_religion_muslim,1,0,2,1,1,True,True
29070,"[USER] these types of sick haters & anti social elements should be arrested, whether they belong to any religious community. immediate action should be taken by police whoever disturb the social harmony. our country will progress only if there is internal peace & harmony amongst people",1.06,target_religion_muslim,2,1,0,0,1,True,False
37777,"when you go to the grocery store, shop around the edges because that's where you can find fresh produce, dairy, proteins and exits for when a white supremacist enters with an assault rifle to kill you in cold blood.",-0.48,target_religion_muslim,1,0,2,1,1,True,True
36773,"on #03th august peshmerga betrayed the yezidis and withdraw from sinjar, thousands of children and men were killed and women were took as sex slave. thousands of them have choice either convert to islam or they have to be beheaded. they raped girls in age of 11yrs url",-0.58,target_religion_muslim,1,0,1,0,1,False,True
2828,muslims don't hate dogs. the fact that you would even say that shows how little you know of islam,-3.61,target_religion_muslim,0,0,1,0,1,False,True
35020,"i read a tweet in morning that wherever govt gives land to build a mosque, locals buried a pig on that place and make it a news! i request you all please don't share this news & don't make people aware. folded_hands url",-0.43,target_religion_muslim,1,0,0,0,1,False,True
39115,[USER] [USER] and lucky to be called a pakistani. half of pakistan is already in china's hands.,-2.56,target_religion_muslim,0,0,0,0,1,False,True
35773,"the evil alt-left/liberals & islamic cult have been brought together by the one overriding trait, they share a hatred for america & the uk; their belief that the u.s./uk are the very embodiment of evil on earth & consequently must be destroyed url",-0.27,target_religion_muslim,1,0,1,0,1,False,True
44282,in america we just shoot them and move on,0.58,target_religion_muslim,2,1,1,0,1,True,False
29011,#caliphate,-3.12,target_religion_muslim,0,0,2,1,0,True,False
13413,"same argument can be made about lefties and immigration/borders. muslims are currently taking over europe, it will eventually be predominantly muslim and at that point will no longer be europe. you progressives though, i genuinely hope your children grow up to be mentalli ill lgbtq people, essentially cutting of your gene pool. you would have to be a fucking bigot to be offended by that statement too.",1.45,target_religion_muslim,2,1,1,0,1,True,False
43128,yeah - the koran is a lie.,-1.15,target_religion_muslim,0,0,1,0,1,False,True
49416,sooooo??? what we now just for illegal immigration??? than don't complain when terrorist come in like a field day ....idiots .... what a disgrace to anyone who suffered from 911 directly,-0.14,target_religion_muslim,1,0,1,0,1,False,True
19219,so u really fucking think that the reason those shit heads mass shoot is because that they are mentally ill huh? they are fucking terrorists ffs. you people can't get that white people are also capable of terrorism so you just convince yourself that they are just mentally ill. r/insanefuckingpeopleonreddit,-0.03,target_religion_muslim,1,0,2,1,1,True,True
27064,"[USER] [USER] wrong. her headscarf is shairalaw. right now, in europe, the animosity of these world-haters result in absurd verbage & utensil restrictions, gangs that sodimize who/whatever they can catch & need 4 police canine units to protect healthcare employees. they need a ""homeland"".",-2.13,target_religion_muslim,0,0,2,1,1,True,True
34785,"[USER] [USER] [USER] [USER] [USER] pls go n hv am useful stuff !! u r useless rubbish only trying to demean islam ,,, i respect every religion ,, u r nt true to ur own religion dats why making fun of others",-3.59,target_religion_muslim,0,0,1,0,1,False,True
33201,"jailed, not deported. she is a criminal who should serve time for her crimes. at least we will not cry infidel and chop off her head or stone her.",-0.1,target_religion_muslim,1,0,2,1,1,True,True
35118,[USER] dunno if it counts as great but flanders would be flat out replying to red pillers and g o'd and that ilk with obviously fake things like blanch being a no go zone for christians cos of muslim gangs,-1.2,target_religion_muslim,0,0,1,0,1,False,True
49615,send the taliban supporter back,-0.9,target_religion_muslim,1,0,1,0,1,False,True
36445,tommorrow if a muslim does another #zomato by boycotting a hindu delivery boy i will be the 1st person to attack that muslim bigot. #boycottzomato #idontstandwithamit #istandwithamit #idontstandwithbigots #zomatoexposesbigot #zomatosaysnotohate,-0.38,target_religion_muslim,1,0,1,0,1,False,True
47794,it is time the free world taking staunch action against muslim iran's nuclear capabilities which is threatening both israel and europe. hope this drone was not merkel germany-made ?,-0.83,target_religion_muslim,1,0,0,0,1,False,True
24594,#farage defends #widdecombe over #homophobic gay therapy comments by claiming many muslims are more extreme. url,-1.36,target_religion_muslim,0,0,0,0,1,False,True
22564,[USER] [USER] islam is to blame & a huge number of muslims who are the enemy of this country. had they not been let in we would not be talking about a woman who is complicit in mass murder. if she is to go anywhere it is the hague with her husband. any lawyer defending is should be disbarred.,0.68,target_religion_muslim,2,1,1,0,1,True,False
37553,part 1. you are a liar. there has not been 251 mass shootings. you want to talk about mass shootings check out those nations in the middle east that you support because they are muslim / islamic controlled. they also banned the common citizens from owning guns.(cont.) url,-0.53,target_religion_muslim,1,0,0,0,1,False,True
16289,"call it wahhabi islam. remind them that their whole philosophy is based on the ranting of an grumpy old man in the 14th century who thought islam was too progressive back then, and who's only relevant today because he got in on the ground floor with the house of saud.",0.04,target_religion_muslim,1,0,0,0,1,False,True
7337,"you're right, the unborn women need to be kept away from extremists and maintain full bodily autonomy. that's a different person in there. different genes. it's science, not religion. not your fucking body. ​ people will take care of the babies, even if you are too much of a piece of shit to. ​ how many abortions have you had? how many babies have you had crushed up because you didn't want to cancel netflix and get your fat ass off the couch to take care of it?",0.62,target_religion_muslim,2,1,1,0,1,True,False
23892,"[USER] [USER] [USER] that's the last place [USER] should be, keep the muslims away from our military!! so disgusting!",-0.26,target_religion_muslim,1,0,2,1,1,True,True
38057,[USER] great vigilance. these fools just don't stop. shalom.,-2.5,target_religion_muslim,0,0,1,0,1,False,True
37994,"it's really incredible that these killers can out and murder scores of people, detail that it's because of their hate for immigrants, black people, and general white supremacy ideology, and still get coddled like this. which is convenient in looking away from the harsh truth. url",0.07,target_religion_muslim,1,0,0,0,1,False,True
25753,[USER] calling them sodomites and goat shaggers - isis destroyed,0.45,target_religion_muslim,1,0,2,1,1,True,True
48196,arabs are too religious to be smart.,1.74,target_religion_muslim,2,1,1,0,1,True,False
15313,he\`s not even a muslim,-3.27,target_religion_muslim,0,0,0,0,1,False,True
47369,"sooo, religions and cultish practices encouraged dumb behavior. noted.",-0.9,target_religion_muslim,1,0,0,0,1,False,True
25821,"shame on london's muslim mayor, he attacks trump during a visit to pakistan, a country that executes christians for false charges of blasphemy. jerusalem was, is and will always remain the capital of israel whether sadiq khan likes it or not. url",-0.12,target_religion_muslim,1,0,0,0,1,False,True
15403,yeah bummer. nz shouldnt have much to say after literally cucking out and then letting some guy kill 50 muslims.,-1.72,target_religion_muslim,0,0,1,0,1,False,True
16829,"saudi arabia, a country even disliked by muslims for it's corrupt rulers and culture. it's currently killing millions in yemen, supporting china's oppression of muslims and putting scholars who called for reform on death row. but the us will never condemn them for their actions because of that damn oil.",-1.55,target_religion_muslim,0,0,1,0,1,False,True
5975,"almost like religion is a tool of putting certain people in elevated positions of power. disgusting to read shit like this, vile humans.",-0.23,target_religion_muslim,1,0,1,0,1,False,True
25929,"here we go again. it's the old neocon ""the muslims are developing weapons to kill us all, so we need to go kill them first!"" propaganda. url",-1.05,target_religion_muslim,0,0,1,0,1,False,True
29486,"for that, you need islam to die.",-1.99,target_religion_muslim,0,0,2,1,1,True,True
18553,"i know you're joking but that kinda hurts me, maybe i'm just being sensitive but muslims aren't fucking animals, they're just people that are trying pass the day, like everyone else. you realise that some muslims have killed themselves because of comments that are similar to yours, so don't be a prick and if you have nothing nice to say don't say it.",-3.04,target_religion_muslim,0,0,0,0,1,False,True
1049,"i don't think you can commit blasphemy if you're not muslim if the first place face_with_tears_of_joy but on a serious note, this is absolutely ridiculous and disgusting. things like this are what paint a bad image of islam.",-1.51,target_religion_muslim,0,0,0,0,1,False,True
11750,you can be one of muhammad's 72 virgins.,-1.05,target_religion_muslim,0,0,0,0,1,False,True
27700,"basirhat mp nusrat jahan stood beside the mu$lim community after the sandeshkhali clashes. shameless hindu tmc leader of basirhat, dibendu biswas is enjoying the moment with her at bashirhat sadar hospital. didn't the hindus vote for you nusrat jahan? #knowyourenemies thinking_face url",-0.96,target_religion_muslim,1,0,0,0,1,False,True
32079,"[USER] [USER] omar abdulla is like dil dil terroristan. total fan boy. irp has enough money for rdx, saving for more to blast your people to bits, and shells across vorder, but srinagar elite give a shit because allah preached racism",0.46,target_religion_muslim,1,0,2,1,1,True,True
34034,"perhaps not quite so strident as that. maybe if we asked if salafist and other hard-line islamist types were returned, there might be a more congenial response.",-1.98,target_religion_muslim,0,0,0,0,1,False,True
