comment_id,text,mean_score,target_group,label_3,label_bin,pred_3,my_pred_bin,text_rag,rag_pred_3,rag_pred_bin
5073,isis stop now,-2.34,target_religion_muslim,0,0,1,0,"isis stop now [SEP] By the time of his death, most of the Arabian Peninsula had converted to Islam. The revelations (waḥy) that Muhammad reported receiving until his death form the verses (āyah) of the Quran, upon which Islam is based, and are regarded by Muslims as the verbatim word of God and his final revelation.",2,1
5798,"""go and attack the amalekites! destroy them and all their possessions. don't have any pity. kill their men, women, children, and even their babies. slaughter their cattle, sheep, camels, and donkeys"" then there is jephthah, who burned his only daughter alive for god at his command. i wonder how many of these people have read the bible.",-0.15,target_religion_christian,1,0,1,0,"""go and attack the amalekites! destroy them and all their possessions. don't have any pity. kill their men, women, children, and even their babies. slaughter their cattle, sheep, camels, and donkeys"" then there is jephthah, who burned his only daughter alive for god at his command. i wonder how many of these people have read the bible. [SEP] With estimated total sales of over five billion copies, the Christian Bible is the best-selling publication of all time. Biblical texts have had a profound influence both on Western culture and history and on cultures around the globe.",2,1
5975,"almost like religion is a tool of putting certain people in elevated positions of power. disgusting to read shit like this, vile humans.",-0.23,target_religion_muslim,1,0,1,0,"almost like religion is a tool of putting certain people in elevated positions of power. disgusting to read shit like this, vile humans. [SEP] In Christianity, efforts toward unity (ecumenism) are underway. In the West, Christianity remains the dominant religion even with a decline in adherence, with about 70% of that population identifying as Christian.",2,1
6017,those pieces of shit arent catholics or christians. those are from the church of hate and money and being really dumb.,0.25,target_religion_christian,1,0,1,0,"those pieces of shit arent catholics or christians. those are from the church of hate and money and being really dumb. [SEP] The word church also describes a body or assembly of Christian believers, while ""the Church"" refers to the worldwide Christian religious community. In traditional Christian architecture, the plan view of a church often forms a Christian cross.",2,1
6312,"not a sin, homophobia in islam is. masturbate to traps i must.",-1.19,target_religion_muslim,0,0,1,0,"not a sin, homophobia in islam is. masturbate to traps i must. [SEP] Hence, the word is not used in verses of the Quran related to women's clothing; the words used are ""himar"", which some translators and commentators present as a headscarf, and jilbab as an outer garment. While Islamic scholars who follow tradition argue that covering the head is a religious requirement in women's clothing, modernist thinkers do not consider it among Islamic obligations.",2,1
6766,"a weak little pussy that murdered innocent, unarmed, cowering people for no reason. somehow muslims stuck out as the worst part of his world? looks like life took a shit on him and he took it out on them for some reason.",-1.75,target_religion_muslim,0,0,1,0,"a weak little pussy that murdered innocent, unarmed, cowering people for no reason. somehow muslims stuck out as the worst part of his world? looks like life took a shit on him and he took it out on them for some reason. [SEP] The conquest went largely uncontested, and Muhammad seized the city with minimal casualties. In 632, a few months after returning from the Farewell Pilgrimage, he fell ill and died.",2,1
6827,nothing. religion is an evil and all religious people should be killed for the greater good.,2.67,target_religion_muslim,2,1,2,1,"nothing. religion is an evil and all religious people should be killed for the greater good. [SEP] Secularism may encapsulate anti-clericalism, atheism, agnosticism, naturalism, non-sectarianism, neutrality on topics of religion, or antireligion. Although often conflated with opposition to religion, secularism is concerned with minimizing its role rather than disproving it, and may be either hostile, neutral or hospitable to religion.",1,0
7200,their holy book openly calls for them to destroy infidels. what do you expect them to do? respect us?,-1.13,target_religion_muslim,0,0,1,0,"their holy book openly calls for them to destroy infidels. what do you expect them to do? respect us? [SEP] By the time of his death, most of the Arabian Peninsula had converted to Islam. The revelations (waḥy) that Muhammad reported receiving until his death form the verses (āyah) of the Quran, upon which Islam is based, and are regarded by Muslims as the verbatim word of God and his final revelation.",2,1
8282,haha dude had to throw the vile anti semite in like a cunt.,-1.14,target_religion_jewish,0,0,1,0,"haha dude had to throw the vile anti semite in like a cunt. [SEP] Food that may not be consumed is deemed treif ( in English, Yiddish: טרײף), also spelled treyf (Yiddish: טריף). In case of objects the opposite of kosher is pasúl ( in English, Yiddish: פָּסוּל).",2,1
8504,"sometimes i think a bunch of pearl clutching prudes fill this sub. what about this is trashy? oh no, she showing her breasts to the person filming! won't someone think of the children?!?!? avert thy virgin eyes, lest ye be tainted by the rot! nudity is reserved for in bed, under the covers, lights off and no other time! it's in the bible! oh wait it isn't but still!",-1.46,target_religion_christian,0,0,1,0,"sometimes i think a bunch of pearl clutching prudes fill this sub. what about this is trashy? oh no, she showing her breasts to the person filming! won't someone think of the children?!?!? avert thy virgin eyes, lest ye be tainted by the rot! nudity is reserved for in bed, under the covers, lights off and no other time! it's in the bible! oh wait it isn't but still! [SEP] This issue has the potential to be highly controversial not only in terms of women's social participation and status in Islamic life, but also from the perspective of human rights and international laws; because the participation of individuals wearing religiously symbolic clothings in judicial proceedings would call into question the principle of the conscientious independence and impartiality of judges, a fundamental principle in the judiciary. In early Islam, the hijab was used to denote a partition or to signify Islamic rules of modesty, while the same classical scholars also ruled that covering the hair is not mandatory for slave women.",2,1
8518,saudi arabia is full of sex trafficked slaves....,-0.85,target_religion_muslim,1,0,1,0,"saudi arabia is full of sex trafficked slaves.... [SEP] Muslims believe this is when Muhammad received his first revelation. By the time of his death, most of the Arabian Peninsula had converted to Islam.",2,1
8699,"dudes marching through the streets with tiki torches, giving nazi salutes and shouting about how jews will not replace them. me, an idiot: this reminds me of hitler and the nazis. you, an intellectual: you moron, you complete fucking imbecile. you've just completely destroyed the credibility of your argument.",-0.68,target_religion_jewish,1,0,1,0,"dudes marching through the streets with tiki torches, giving nazi salutes and shouting about how jews will not replace them. me, an idiot: this reminds me of hitler and the nazis. you, an intellectual: you moron, you complete fucking imbecile. you've just completely destroyed the credibility of your argument. [SEP] On the more subtle end, it consists of expressions of hatred or discrimination against individual Jews and may or may not be accompanied by violence. At the extreme, it consists of pogroms or genocide, which may or may not be state-sponsored.",2,1
9112,and the hidden agenda as usual higher taxes more government interference in your life massive increase in immigration and with this bitch a dose of sharia law,0.31,target_religion_muslim,1,0,1,0,"and the hidden agenda as usual higher taxes more government interference in your life massive increase in immigration and with this bitch a dose of sharia law [SEP] Approaches to Sharia in the 21st century vary widely, and the role and mutability of Sharia in a changing world has become an increasingly debated topic in Islam. Beyond sectarian differences, fundamentalists advocate the complete and uncompromising implementation of ""exact/pure sharia"" without modifications, while modernists argue that it can/should be brought into line with human rights and other contemporary issues such as democracy, minority rights, freedom of thought, women's rights and banking by new jurisprudences.",2,1
10673,"the whole country was stolen, and it was worked by slaves! proud to be an american my ass.",-0.38,target_religion_atheist,1,0,1,0,"the whole country was stolen, and it was worked by slaves! proud to be an american my ass. [SEP] Property belonging to murdered Jews was redistributed to the German occupiers and other non-Jews. The murder rate was most intense during Operation Reinhard from March 1942 to November 1943.",2,1
10869,jesus suffering fuck! what an idiot!,-1.41,target_religion_christian,0,0,1,0,"jesus suffering fuck! what an idiot! [SEP] Buddhism has since played a significant role in Asian culture and spirituality, eventually spreading to the West in the 20th century. According to tradition, the Buddha taught a path of cultivation that leads to awakening and liberation from dukkha (often translated as 'suffering'; 'unsatisfactoriness') by attaining nirvana, the 'blowing out' (extinguishing) of the passions.",2,1
10879,maybe if you weren't such a sinner and people found lasting life long relationships through christ and had more invested than sex. these micro dick losers wouldn't have such depression issues.,-0.6999999999999998,target_religion_christian,1,0,0,0,"maybe if you weren't such a sinner and people found lasting life long relationships through christ and had more invested than sex. these micro dick losers wouldn't have such depression issues. [SEP] Christianity is growing in Africa and Asia, the world's most populous continents. Many Christians are still persecuted in some regions of the world, particularly where they are a minority, such as in the Middle East, North Africa, East Asia, and South Asia.",2,1
11629,"oh, this bullshit distraction of an 'argument'.; ​ fact is, palestine was there, european forcible displaced them, plopped israel there and allowed israel to steal more and more land. ghoury basically had a gun to his head. wtf is wrong with you lying disingenuous sacks of shit?",-0.44,target_religion_muslim,1,0,1,0,"oh, this bullshit distraction of an 'argument'.; ​ fact is, palestine was there, european forcible displaced them, plopped israel there and allowed israel to steal more and more land. ghoury basically had a gun to his head. wtf is wrong with you lying disingenuous sacks of shit? [SEP] According to this view, since Israel is a Jewish state, expressions of anti-Zionist positions could harbour antisemitic sentiments, and criticism of Israel can serve as a vehicle for attacks against Jews in general.",2,1
12621,"nope, those were just side projects. what they really loved is hating jews, gays, and immigrants (gypsies and the like) and worshipping a figurehead that told them that the nation would be great if we go back to the good 'ol days before the socialists and jews (globalists) took over.",-1.03,target_religion_christian,0,0,1,0,"nope, those were just side projects. what they really loved is hating jews, gays, and immigrants (gypsies and the like) and worshipping a figurehead that told them that the nation would be great if we go back to the good 'ol days before the socialists and jews (globalists) took over. [SEP] The Nazis developed their ideology based on racism and pursuit of ""living space"", and seized power in early 1933. Meant to force all German Jews to emigrate, regardless of means, the regime passed anti-Jewish laws, encouraged violence, and orchestrated a nationwide pogrom known as Kristallnacht in November 1938.",2,1
15281,"a muslim man coming to the defense of a regime that puts muslims in concentration camps, harvests their organs, and god knows what else. unacceptable",-1.57,target_religion_muslim,0,0,1,0,"a muslim man coming to the defense of a regime that puts muslims in concentration camps, harvests their organs, and god knows what else. unacceptable [SEP] Muslims (Arabic: المسلمون, romanized: al-Muslimūn, lit. 'submitters [to God]') are people who adhere to Islam, a monotheistic religion belonging to the Abrahamic tradition.",2,1
16507,yea islam and the left never killed anyone.,-3.78,target_religion_muslim,0,0,1,0,"yea islam and the left never killed anyone. [SEP] Most Muslims do not believe that he was killed or crucified, but that God raised him into Heaven while he was still alive. Jesus is also revered in the Baháʼí and Druze faiths, as well as in Rastafari.",2,1
16764,thats the meme caricature of a manipulative jew that subverts other nations with his tricks and deceptions.,-0.26,target_religion_jewish,1,0,1,0,"thats the meme caricature of a manipulative jew that subverts other nations with his tricks and deceptions. [SEP] Antisemitism, or Jew-hatred, is hostility to, prejudice towards, or discrimination against Jews. A person who harbours it is called an antisemite.",2,1
16829,"saudi arabia, a country even disliked by muslims for it's corrupt rulers and culture. it's currently killing millions in yemen, supporting china's oppression of muslims and putting scholars who called for reform on death row. but the us will never condemn them for their actions because of that damn oil.",-1.55,target_religion_muslim,0,0,1,0,"saudi arabia, a country even disliked by muslims for it's corrupt rulers and culture. it's currently killing millions in yemen, supporting china's oppression of muslims and putting scholars who called for reform on death row. but the us will never condemn them for their actions because of that damn oil. [SEP] By sheer numbers, South Asia accounts for the largest portion (31%) of the global Muslim population. By country, Indonesia is the largest in the Muslim world, holding around 12% of all Muslims worldwide; with Pakistan having the second largest number of Muslims in the world after Indonesia.",2,1
17718,"we should ban the bible, the entire thing is filled with rape, murder, abortions, and pillaging.",0.13,target_religion_christian,1,0,1,0,"we should ban the bible, the entire thing is filled with rape, murder, abortions, and pillaging. [SEP] With estimated total sales of over five billion copies, the Christian Bible is the best-selling publication of all time. Biblical texts have had a profound influence both on Western culture and history and on cultures around the globe.",2,1
19309,"""allah is going to burn you in jahanaam (hell) for all eternity for your atheism""",0.55,target_religion_atheist,2,1,2,1,"""allah is going to burn you in jahanaam (hell) for all eternity for your atheism"" [SEP] Islam is based on the belief in the oneness and uniqueness of God (tawhid), and belief in an afterlife (akhirah) with the Last Judgment—wherein the righteous will be rewarded in paradise (jannah) and the unrighteous will be punished in hell (jahannam). The Five Pillars, considered obligatory acts of worship, are the Islamic oath and creed (shahada), daily prayers (salah), almsgiving (zakat), fasting (sawm) in the month of Ramadan, and a pilgrimage (hajj) to Mecca.",1,0
19424,god is definaelty a dick. he only wiped out all of humanity for like no reason. ever read the book of jobe? it's literally god just saying fuck you you to his most devout follower because he can.,-0.33,target_religion_christian,1,0,1,0,"god is definaelty a dick. he only wiped out all of humanity for like no reason. ever read the book of jobe? it's literally god just saying fuck you you to his most devout follower because he can. [SEP] Allah ( A(H)L-ə, ə-LAH; Arabic: الله, IPA: [ɑɫˈɫɑː] ) is the Arabic language term for God, mainly the monotheistic God of Abraham. Outside of Arabic languages, it is principally associated with Islam (in which it is also considered the proper name), although the term was used in pre-Islamic Arabia and continues to be used today by Arabic-speaking adherents of any of the Abrahamic religions, including Judaism and Christianity.",2,1
19992,how dumb are you isis are poor as fuck the get there money from america and iran and if you are dumb enough the fuckin u.s provide the fuckin guns to iran so stop blaming muslims for it when you fuckin government provide that type of shit pls people wake the fuck the up,-0.7,target_religion_muslim,1,0,1,0,"how dumb are you isis are poor as fuck the get there money from america and iran and if you are dumb enough the fuckin u.s provide the fuckin guns to iran so stop blaming muslims for it when you fuckin government provide that type of shit pls people wake the fuck the up [SEP] Muslims (Arabic: المسلمون, romanized: al-Muslimūn, lit. 'submitters [to God]') are people who adhere to Islam, a monotheistic religion belonging to the Abrahamic tradition.",2,1
20452,man if y'all don't shut y'all bitch asses up gotdamn url,0.23,target_religion_muslim,1,0,1,0,"man if y'all don't shut y'all bitch asses up gotdamn url [SEP] A person who has memorized the entire Quran is called a hafiz (female hafiza). Ideally, verses are recited with a special kind of prosody reserved for this purpose called tajwid.",2,1
20702,islam is poison. url,0.88,target_religion_muslim,2,1,2,1,"islam is poison. url [SEP] The three holiest sites in Islam are Masjid al-Haram in Mecca, Prophet's Mosque in Medina, and al-Aqsa Mosque Compound in Jerusalem. The religion of Islam originated in Mecca c.",1,0
21355,ring around the rosary ass bitches rolling_on_the_floor_laughing rolling_on_the_floor_laughing,0.1,target_religion_christian,1,0,0,0,"ring around the rosary ass bitches rolling_on_the_floor_laughing rolling_on_the_floor_laughing [SEP] The center aisle and seating create the vertical beam, while the bema and altar form the horizontal arms. Towers or domes rise above the heaven-facing roof line to encourage contemplation of the divine.",2,1
22315,"& more evil & more destruction on your earth - ya allah destroy them! hold on here, have we heard you make such a passionate du'a to against the real tyrants of the earth who are your beloved rulers who cause much more tyranny and more evil & more destruction.....",-0.88,target_religion_muslim,1,0,1,0,"& more evil & more destruction on your earth - ya allah destroy them! hold on here, have we heard you make such a passionate du'a to against the real tyrants of the earth who are your beloved rulers who cause much more tyranny and more evil & more destruction..... [SEP] The word ""Allah"" now conveys the superiority or sole existence of one God, but among the pre-Islamic Arabs, Allah was the supreme deity and worshipped alongside lesser deities in a pantheon. Many Jews, Christians, and early Muslims used ""Allah"" and ""al-ilah"" synonymously in Classical Arabic.",2,1
22971,[USER] [USER] when is the blood lust of vengeance going to leave? millions isn't good enough? you want all 1.3 billion millions blown up? it's been two decades since 9/11! stop it! religion litterly wants to murder the world and everyone in it so jesus/ god will make them his special creations,1.29,target_religion_christian,2,1,2,1,"[USER] [USER] when is the blood lust of vengeance going to leave? millions isn't good enough? you want all 1.3 billion millions blown up? it's been two decades since 9/11! stop it! religion litterly wants to murder the world and everyone in it so jesus/ god will make them his special creations [SEP] During World War II, approximately six million Jews throughout Europe were systematically murdered by Nazi Germany in a genocide known as the Holocaust. Since then, the population has slowly risen again, and as of 2021, was estimated to be at 15.2 million by the demographer Sergio Della Pergola or less than 0.2% of the total world population in 2012.",1,0
23037,"[USER] [USER] [USER] [USER] hes a pussy grabbing adulterer. oh wait, those are christian beliefs.",0.07,target_religion_christian,1,0,1,0,"[USER] [USER] [USER] [USER] hes a pussy grabbing adulterer. oh wait, those are christian beliefs. [SEP] Christian theology includes the beliefs that Jesus was conceived by the Holy Spirit, was born of a virgin named Mary, performed miracles, founded the Christian Church, died by crucifixion as a sacrifice for atonement for sin, was resurrected by God the Father, and ascended into Heaven, from where he will return. Christians commonly believe that Jesus enables people to be reconciled to God.",2,1
24810,dirty deals with regional allies and militias grown too big to disband have led to this – slaughter on the streets of khartoum url,-2.77,target_religion_muslim,0,0,1,0,"dirty deals with regional allies and militias grown too big to disband have led to this – slaughter on the streets of khartoum url [SEP] The conquest went largely uncontested, and Muhammad seized the city with minimal casualties. In 632, a few months after returning from the Farewell Pilgrimage, he fell ill and died.",2,1
27707,[USER] [USER] they know god exists - type 2 satanists deny him. [atheist = domestic terror antifa] wrong! the left hand - will burn!! hell is eternal. do u really want hell? url,0.51,target_religion_atheist,2,1,2,1,[USER] [USER] they know god exists - type 2 satanists deny him. [atheist = domestic terror antifa] wrong! the left hand - will burn!! hell is eternal. do u really want hell? url [SEP] Various arguments for and against agnosticism are discussed in the academic literature. Proponents typically hold that evidence regarding God's existence is inconclusive and that intellectual humility demands suspending judgment.,1,0
27807,[USER] [USER] such inhumane barbarious brutal atrocities against kafurs are taught in quran and sharia. time has come to destroy animal rule of barbarian mindset laws. will [USER] [USER] #xijinping [USER] think [USER],-0.35,target_religion_muslim,1,0,1,0,"[USER] [USER] such inhumane barbarious brutal atrocities against kafurs are taught in quran and sharia. time has come to destroy animal rule of barbarian mindset laws. will [USER] [USER] #xijinping [USER] think [USER] [SEP] It distinguishes two principal branches of law, rituals (Ibadah) and social dealings (Muamalat); subsections family law, relationships (commercial, political / administrative) and criminal law, in a wide range of topics assigning actions – capable of settling into different categories according to different understandings – to categories (ahkam) mainly as: mandatory, recommended, neutral, abhorred, and prohibited. Beyond legal norms, Sharia also enters many areas that are considered private practices today, such as belief, worshipping, ethics, clothing and lifestyle, and gives to those in command duties to intervene and regulate them.",2,1
28410,you ask god to remove your enemies and now your nigga gone. it has to be done.,-0.01,target_religion_christian,1,0,1,0,"you ask god to remove your enemies and now your nigga gone. it has to be done. [SEP] After Germany's invasion of Poland in September 1939, occupation authorities began to establish ghettos to segregate Jews. Following the June 1941 invasion of the Soviet Union, 1.5 to 2 million Jews were murdered by German forces and local collaborators.",2,1
29187,"welcome to a world where a person can't practice his/her religion freely. belgium, france, quebec (in canada) you man are twats",-2.44,target_religion_christian,0,0,1,0,"welcome to a world where a person can't practice his/her religion freely. belgium, france, quebec (in canada) you man are twats [SEP] These differ greatly, from the American emphasis on avoiding an established religion and freedom of belief, to the French interventionist model, and more. The purposes and arguments in support of secularism vary widely, ranging from assertions that it is a crucial element of modernization, or that religion and traditional values are backward and divisive, to the claim that it is the only guarantor of free religious exercise.",2,1
29505,"[USER] [USER] yes, the tide has turned- all of the luciferian pedophiles who profit and lust after the harm of children and the sexualization of the innocent will face justice double_exclamation_mark raising_hands_light_skin_tone those who have used religion to justify abuse will not escape punishment, be they muslim or catholic or satanist.",-1.2,target_religion_christian,0,0,1,0,"[USER] [USER] yes, the tide has turned- all of the luciferian pedophiles who profit and lust after the harm of children and the sexualization of the innocent will face justice double_exclamation_mark raising_hands_light_skin_tone those who have used religion to justify abuse will not escape punishment, be they muslim or catholic or satanist. [SEP] Approaches to Sharia in the 21st century vary widely, and the role and mutability of Sharia in a changing world has become an increasingly debated topic in Islam. Beyond sectarian differences, fundamentalists advocate the complete and uncompromising implementation of ""exact/pure sharia"" without modifications, while modernists argue that it can/should be brought into line with human rights and other contemporary issues such as democracy, minority rights, freedom of thought, women's rights and banking by new jurisprudences.",2,1
30614,"yeah,this woman is a piece of shit like all the others.they believe in killing all the infidels like me. in islam law they call it ""strike the neck of the unbeliever"" but they won't talk about that part.they work beside us pretending to be like us,but i'm not stupid",0.25,target_religion_muslim,1,0,1,0,"yeah,this woman is a piece of shit like all the others.they believe in killing all the infidels like me. in islam law they call it ""strike the neck of the unbeliever"" but they won't talk about that part.they work beside us pretending to be like us,but i'm not stupid [SEP] Islam is an Abrahamic religion based on the Quran and the teachings of Muhammad. The monotheistic religion has an estimated 2 billion worldwide adherents, called Muslims.",2,1
31448,this islamic plague has to be eradicated ! url,1.61,target_religion_muslim,2,1,2,1,"this islamic plague has to be eradicated ! url [SEP] Muslims have experienced persecution of varying severity, especially in China, India, some parts of Africa, and Southeast Asia.",1,0
31653,wouldn't it be great if isis had the balls to stand face to face with us and fight. no weapons. no bombs. no dead children. man to man!,-1.72,target_religion_muslim,0,0,0,0,"wouldn't it be great if isis had the balls to stand face to face with us and fight. no weapons. no bombs. no dead children. man to man! [SEP] In Medina, Muhammad united the tribes under the Constitution of Medina. In December 629, after eight years of intermittent fighting with Meccan tribes, Muhammad gathered an army of 10,000 Muslim converts and marched on the city of Mecca.",2,1
33821,"[USER] [USER] still a terrorist group, a dangerous islamic cult that is much worse than the current regime.",-2.4,target_religion_muslim,0,0,1,0,"[USER] [USER] still a terrorist group, a dangerous islamic cult that is much worse than the current regime. [SEP] Muslims (Arabic: المسلمون, romanized: al-Muslimūn, lit. 'submitters [to God]') are people who adhere to Islam, a monotheistic religion belonging to the Abrahamic tradition.",2,1
34023,i've been in this thing for years now... but i'm still shocked by the depths of jewish depravity at least once per day. i fucking hate these creatures. url,1.7,target_religion_jewish,2,1,2,1,"i've been in this thing for years now... but i'm still shocked by the depths of jewish depravity at least once per day. i fucking hate these creatures. url [SEP] The development of racial and religious antisemitism has historically been encouraged by anti-Judaism, which is distinct from antisemitism itself. There are various ways in which antisemitism is manifested, ranging in the level of severity of Jewish persecution.",1,0
34052,all of these repugnant muslim paedophile rapists share these things in common. everyone of their victims was a british white underaged girl that they raped. not one of their victims was muslim. url,0.84,target_religion_muslim,2,1,2,1,"all of these repugnant muslim paedophile rapists share these things in common. everyone of their victims was a british white underaged girl that they raped. not one of their victims was muslim. url [SEP] Muslims have experienced persecution of varying severity, especially in China, India, some parts of Africa, and Southeast Asia.",1,0
35642,allah destroy them or show them a right path,-0.53,target_religion_muslim,1,0,1,0,"allah destroy them or show them a right path [SEP] Islam is based on the belief in the oneness and uniqueness of God (tawhid), and belief in an afterlife (akhirah) with the Last Judgment—wherein the righteous will be rewarded in paradise (jannah) and the unrighteous will be punished in hell (jahannam). The Five Pillars, considered obligatory acts of worship, are the Islamic oath and creed (shahada), daily prayers (salah), almsgiving (zakat), fasting (sawm) in the month of Ramadan, and a pilgrimage (hajj) to Mecca.",2,1
35773,"the evil alt-left/liberals & islamic cult have been brought together by the one overriding trait, they share a hatred for america & the uk; their belief that the u.s./uk are the very embodiment of evil on earth & consequently must be destroyed url",-0.27,target_religion_muslim,1,0,1,0,"the evil alt-left/liberals & islamic cult have been brought together by the one overriding trait, they share a hatred for america & the uk; their belief that the u.s./uk are the very embodiment of evil on earth & consequently must be destroyed url [SEP] Muslims have experienced persecution of varying severity, especially in China, India, some parts of Africa, and Southeast Asia.",2,1
38357,i wish those agitators would go so far as to castrate themselves! galatians 5:12,1.05,target_religion_muslim,2,1,2,1,"i wish those agitators would go so far as to castrate themselves! galatians 5:12 [SEP] Outside of Christianity, Mandaeans undergo repeated baptism for purification instead of initiation. They consider John the Baptist to be their greatest prophet and name all rivers yardena after the Jordan River.",1,0
40657,"+luke baukol learn the bible you sinner: •o daughter of babylon, doomed to be destroyed, blessed shall he be who repays you with what you have done to us! blessed shall he be who takes your little suckling babes and dashes them against sharp rocks! [psalm 137:8-9]",-2.39,target_religion_christian,0,0,0,0,"+luke baukol learn the bible you sinner: •o daughter of babylon, doomed to be destroyed, blessed shall he be who repays you with what you have done to us! blessed shall he be who takes your little suckling babes and dashes them against sharp rocks! [psalm 137:8-9] [SEP] The second-oldest part was a collection of narrative histories and prophecies (the Nevi'im). The third collection, the Ketuvim, contains psalms, proverbs, and narrative histories.",2,1
40779,"think this is bad, wait until the liberals bring back home the isis brides?.",-1.35,target_religion_muslim,0,0,1,0,"think this is bad, wait until the liberals bring back home the isis brides?. [SEP] Muslim rule expanded outside Arabia under the Rashidun Caliphate. The two main Islamic branches are Sunni Islam (87–90%) and Shia Islam (10–13%).",2,1
